state,state_code,variant,date,total_sequences,cluster_sequences,day_from_midpoint
Tennessee,TN,Alpha,2021-02-01,31,2,-31
Tennessee,TN,Alpha,2021-02-02,35,8,-30
Tennessee,TN,Alpha,2021-02-03,14,2,-29
Tennessee,TN,Alpha,2021-02-04,21,7,-28
Tennessee,TN,Alpha,2021-02-05,8,0,-27
Tennessee,TN,Alpha,2021-02-06,5,0,-26
Tennessee,TN,Alpha,2021-02-07,7,0,-25
Tennessee,TN,Alpha,2021-02-08,16,0,-24
Tennessee,TN,Alpha,2021-02-09,63,7,-23
Tennessee,TN,Alpha,2021-02-10,42,2,-22
Tennessee,TN,Alpha,2021-02-11,28,2,-21
Tennessee,TN,Alpha,2021-02-12,7,1,-20
Tennessee,TN,Alpha,2021-02-13,4,1,-19
Tennessee,TN,Alpha,2021-02-14,4,0,-18
Tennessee,TN,Alpha,2021-02-15,5,0,-17
Tennessee,TN,Alpha,2021-02-16,4,0,-16
Tennessee,TN,Alpha,2021-02-17,4,1,-15
Tennessee,TN,Alpha,2021-02-18,3,0,-14
Tennessee,TN,Alpha,2021-02-19,6,0,-13
Tennessee,TN,Alpha,2021-02-20,6,0,-12
Tennessee,TN,Alpha,2021-02-21,7,1,-11
Tennessee,TN,Alpha,2021-02-22,9,2,-10
Tennessee,TN,Alpha,2021-02-23,28,9,-9
Tennessee,TN,Alpha,2021-02-24,5,1,-8
Tennessee,TN,Alpha,2021-02-25,23,9,-7
Tennessee,TN,Alpha,2021-02-26,15,5,-6
Tennessee,TN,Alpha,2021-02-27,3,2,-5
Tennessee,TN,Alpha,2021-02-28,3,0,-4
Tennessee,TN,Alpha,2021-03-01,7,3,-3
Tennessee,TN,Alpha,2021-03-02,20,12,-2
Tennessee,TN,Alpha,2021-03-03,27,12,-1
Tennessee,TN,Alpha,2021-03-04,48,27,0
Tennessee,TN,Alpha,2021-03-05,24,11,1
Tennessee,TN,Alpha,2021-03-06,15,9,2
Tennessee,TN,Alpha,2021-03-07,6,3,3
Tennessee,TN,Alpha,2021-03-08,27,11,4
Tennessee,TN,Alpha,2021-03-09,62,26,5
Tennessee,TN,Alpha,2021-03-10,30,18,6
Tennessee,TN,Alpha,2021-03-11,40,19,7
Tennessee,TN,Alpha,2021-03-12,43,29,8
Tennessee,TN,Alpha,2021-03-13,24,11,9
Tennessee,TN,Alpha,2021-03-14,30,20,10
Tennessee,TN,Alpha,2021-03-15,49,32,11
Tennessee,TN,Alpha,2021-03-16,144,83,12
Tennessee,TN,Alpha,2021-03-17,53,34,13
Tennessee,TN,Alpha,2021-03-18,171,116,14
Tennessee,TN,Alpha,2021-03-19,76,51,15
Tennessee,TN,Alpha,2021-03-20,55,41,16
Tennessee,TN,Alpha,2021-03-21,33,16,17
Tennessee,TN,Alpha,2021-03-22,44,35,18
Tennessee,TN,Alpha,2021-03-23,138,101,19
Tennessee,TN,Alpha,2021-03-24,43,32,20
Tennessee,TN,Alpha,2021-03-25,124,90,21
Tennessee,TN,Alpha,2021-03-26,41,32,22
Tennessee,TN,Alpha,2021-03-27,47,32,23
Tennessee,TN,Alpha,2021-03-28,24,19,24
Tennessee,TN,Alpha,2021-03-29,74,58,25
Tennessee,TN,Alpha,2021-03-30,100,82,26
Tennessee,TN,Alpha,2021-03-31,51,43,27
Tennessee,TN,Alpha,2021-04-01,72,61,28
Tennessee,TN,Alpha,2021-04-02,51,34,29
Tennessee,TN,Alpha,2021-04-03,35,27,30
Tennessee,TN,Alpha,2021-04-04,27,24,31
Tennessee,TN,Alpha,2021-04-05,41,30,32
Tennessee,TN,Alpha,2021-04-06,181,143,33
Tennessee,TN,Alpha,2021-04-07,50,35,34
Tennessee,TN,Alpha,2021-04-08,155,128,35
Tennessee,TN,Alpha,2021-04-09,62,52,36
Tennessee,TN,Alpha,2021-04-10,32,26,37
Tennessee,TN,Alpha,2021-04-11,34,27,38
Tennessee,TN,Alpha,2021-04-12,50,43,39
Tennessee,TN,Alpha,2021-04-13,149,123,40
Tennessee,TN,Alpha,2021-04-14,51,37,41
Tennessee,TN,Alpha,2021-04-15,128,112,42
Texas,TX,Alpha,2021-01-22,209,8,-42
Texas,TX,Alpha,2021-01-23,136,5,-41
Texas,TX,Alpha,2021-01-24,122,11,-40
Texas,TX,Alpha,2021-01-25,194,15,-39
Texas,TX,Alpha,2021-01-26,276,22,-38
Texas,TX,Alpha,2021-01-27,183,12,-37
Texas,TX,Alpha,2021-01-28,68,15,-36
Texas,TX,Alpha,2021-01-29,88,7,-35
Texas,TX,Alpha,2021-01-30,42,6,-34
Texas,TX,Alpha,2021-01-31,96,5,-33
Texas,TX,Alpha,2021-02-01,267,34,-32
Texas,TX,Alpha,2021-02-02,303,20,-31
Texas,TX,Alpha,2021-02-03,311,29,-30
Texas,TX,Alpha,2021-02-04,123,38,-29
Texas,TX,Alpha,2021-02-05,212,26,-28
Texas,TX,Alpha,2021-02-06,141,15,-27
Texas,TX,Alpha,2021-02-07,177,38,-26
Texas,TX,Alpha,2021-02-08,270,41,-25
Texas,TX,Alpha,2021-02-09,264,30,-24
Texas,TX,Alpha,2021-02-10,244,26,-23
Texas,TX,Alpha,2021-02-11,143,14,-22
Texas,TX,Alpha,2021-02-12,171,16,-21
Texas,TX,Alpha,2021-02-13,161,11,-20
Texas,TX,Alpha,2021-02-14,156,9,-19
Texas,TX,Alpha,2021-02-15,90,3,-18
Texas,TX,Alpha,2021-02-16,115,9,-17
Texas,TX,Alpha,2021-02-17,146,16,-16
Texas,TX,Alpha,2021-02-18,171,16,-15
Texas,TX,Alpha,2021-02-19,174,37,-14
Texas,TX,Alpha,2021-02-20,268,31,-13
Texas,TX,Alpha,2021-02-21,219,38,-12
Texas,TX,Alpha,2021-02-22,296,63,-11
Texas,TX,Alpha,2021-02-23,344,94,-10
Texas,TX,Alpha,2021-02-24,390,97,-9
Texas,TX,Alpha,2021-02-25,362,111,-8
Texas,TX,Alpha,2021-02-26,345,112,-7
Texas,TX,Alpha,2021-02-27,347,71,-6
Texas,TX,Alpha,2021-02-28,212,50,-5
Texas,TX,Alpha,2021-03-01,352,86,-4
Texas,TX,Alpha,2021-03-02,311,81,-3
Texas,TX,Alpha,2021-03-03,367,121,-2
Texas,TX,Alpha,2021-03-04,188,52,-1
Texas,TX,Alpha,2021-03-05,225,87,0
Texas,TX,Alpha,2021-03-06,216,72,1
Texas,TX,Alpha,2021-03-07,193,86,2
Texas,TX,Alpha,2021-03-08,335,160,3
Texas,TX,Alpha,2021-03-09,290,132,4
Texas,TX,Alpha,2021-03-10,210,97,5
Texas,TX,Alpha,2021-03-11,167,80,6
Texas,TX,Alpha,2021-03-12,196,107,7
Texas,TX,Alpha,2021-03-13,141,70,8
Texas,TX,Alpha,2021-03-14,182,92,9
Texas,TX,Alpha,2021-03-15,326,170,10
Texas,TX,Alpha,2021-03-16,267,166,11
Texas,TX,Alpha,2021-03-17,240,151,12
Texas,TX,Alpha,2021-03-18,159,90,13
Texas,TX,Alpha,2021-03-19,152,84,14
Texas,TX,Alpha,2021-03-20,178,106,15
Texas,TX,Alpha,2021-03-21,195,115,16
Texas,TX,Alpha,2021-03-22,225,151,17
Texas,TX,Alpha,2021-03-23,195,121,18
Texas,TX,Alpha,2021-03-24,173,117,19
Texas,TX,Alpha,2021-03-25,174,102,20
Texas,TX,Alpha,2021-03-26,153,84,21
Texas,TX,Alpha,2021-03-27,126,75,22
Texas,TX,Alpha,2021-03-28,129,84,23
Texas,TX,Alpha,2021-03-29,221,153,24
Texas,TX,Alpha,2021-03-30,205,142,25
Texas,TX,Alpha,2021-03-31,245,162,26
Texas,TX,Alpha,2021-04-01,262,151,27
Texas,TX,Alpha,2021-04-02,174,104,28
Texas,TX,Alpha,2021-04-03,123,82,29
Texas,TX,Alpha,2021-04-04,173,137,30
Texas,TX,Alpha,2021-04-05,429,287,31
Texas,TX,Alpha,2021-04-06,282,192,32
Texas,TX,Alpha,2021-04-07,234,123,33
Texas,TX,Alpha,2021-04-08,184,117,34
Texas,TX,Alpha,2021-04-09,218,124,35
Texas,TX,Alpha,2021-04-10,215,130,36
Texas,TX,Alpha,2021-04-11,183,107,37
Texas,TX,Alpha,2021-04-12,364,259,38
Texas,TX,Alpha,2021-04-13,273,201,39
Texas,TX,Alpha,2021-04-14,293,218,40
Texas,TX,Alpha,2021-04-15,202,158,41
Texas,TX,Alpha,2021-04-16,209,159,42
Utah,UT,Alpha,2021-01-17,110,0,-42
Utah,UT,Alpha,2021-01-18,307,1,-41
Utah,UT,Alpha,2021-01-19,326,1,-40
Utah,UT,Alpha,2021-01-20,299,0,-39
Utah,UT,Alpha,2021-01-21,398,1,-38
Utah,UT,Alpha,2021-01-22,329,0,-37
Utah,UT,Alpha,2021-01-23,105,0,-36
Utah,UT,Alpha,2021-01-24,212,0,-35
Utah,UT,Alpha,2021-01-25,20,0,-34
Utah,UT,Alpha,2021-01-26,69,0,-33
Utah,UT,Alpha,2021-01-27,21,0,-32
Utah,UT,Alpha,2021-01-28,27,0,-31
Utah,UT,Alpha,2021-01-29,54,1,-30
Utah,UT,Alpha,2021-01-30,4,0,-29
Utah,UT,Alpha,2021-01-31,7,1,-28
Utah,UT,Alpha,2021-02-01,36,1,-27
Utah,UT,Alpha,2021-02-02,23,2,-26
Utah,UT,Alpha,2021-02-03,13,1,-25
Utah,UT,Alpha,2021-02-04,19,1,-24
Utah,UT,Alpha,2021-02-05,68,2,-23
Utah,UT,Alpha,2021-02-06,4,4,-22
Utah,UT,Alpha,2021-02-07,3,3,-21
Utah,UT,Alpha,2021-02-08,13,0,-20
Utah,UT,Alpha,2021-02-09,42,2,-19
Utah,UT,Alpha,2021-02-10,3,1,-18
Utah,UT,Alpha,2021-02-11,6,2,-17
Utah,UT,Alpha,2021-02-12,20,2,-16
Utah,UT,Alpha,2021-02-13,10,2,-15
Utah,UT,Alpha,2021-02-14,4,2,-14
Utah,UT,Alpha,2021-02-15,27,2,-13
Utah,UT,Alpha,2021-02-16,30,0,-12
Utah,UT,Alpha,2021-02-17,29,1,-11
Utah,UT,Alpha,2021-02-18,32,2,-10
Utah,UT,Alpha,2021-02-19,36,4,-9
Utah,UT,Alpha,2021-02-20,20,0,-8
Utah,UT,Alpha,2021-02-21,7,1,-7
Utah,UT,Alpha,2021-02-22,33,6,-6
Utah,UT,Alpha,2021-02-23,25,5,-5
Utah,UT,Alpha,2021-02-24,17,6,-4
Utah,UT,Alpha,2021-02-25,24,9,-3
Utah,UT,Alpha,2021-02-26,21,8,-2
Utah,UT,Alpha,2021-02-27,11,5,-1
Utah,UT,Alpha,2021-02-28,4,1,0
Utah,UT,Alpha,2021-03-01,35,14,1
Utah,UT,Alpha,2021-03-02,20,7,2
Utah,UT,Alpha,2021-03-03,21,13,3
Utah,UT,Alpha,2021-03-04,26,12,4
Utah,UT,Alpha,2021-03-05,14,8,5
Utah,UT,Alpha,2021-03-06,10,6,6
Utah,UT,Alpha,2021-03-07,24,14,7
Utah,UT,Alpha,2021-03-08,49,16,8
Utah,UT,Alpha,2021-03-09,45,13,9
Utah,UT,Alpha,2021-03-10,37,16,10
Utah,UT,Alpha,2021-03-11,36,23,11
Utah,UT,Alpha,2021-03-12,48,32,12
Utah,UT,Alpha,2021-03-13,22,11,13
Utah,UT,Alpha,2021-03-14,21,14,14
Utah,UT,Alpha,2021-03-15,129,59,15
Utah,UT,Alpha,2021-03-16,93,43,16
Utah,UT,Alpha,2021-03-17,41,28,17
Utah,UT,Alpha,2021-03-18,29,16,18
Utah,UT,Alpha,2021-03-19,43,31,19
Utah,UT,Alpha,2021-03-20,30,18,20
Utah,UT,Alpha,2021-03-21,54,25,21
Utah,UT,Alpha,2021-03-22,156,54,22
Utah,UT,Alpha,2021-03-23,121,51,23
Utah,UT,Alpha,2021-03-24,109,56,24
Utah,UT,Alpha,2021-03-25,92,36,25
Utah,UT,Alpha,2021-03-26,118,52,26
Utah,UT,Alpha,2021-03-27,80,34,27
Utah,UT,Alpha,2021-03-28,69,40,28
Utah,UT,Alpha,2021-03-29,105,51,29
Utah,UT,Alpha,2021-03-30,101,62,30
Utah,UT,Alpha,2021-03-31,75,27,31
Utah,UT,Alpha,2021-04-01,127,61,32
Utah,UT,Alpha,2021-04-02,56,35,33
Utah,UT,Alpha,2021-04-03,60,43,34
Utah,UT,Alpha,2021-04-04,15,9,35
Utah,UT,Alpha,2021-04-05,80,51,36
Utah,UT,Alpha,2021-04-06,64,45,37
Utah,UT,Alpha,2021-04-07,69,55,38
Utah,UT,Alpha,2021-04-08,47,37,39
Utah,UT,Alpha,2021-04-09,34,23,40
Utah,UT,Alpha,2021-04-10,27,19,41
Utah,UT,Alpha,2021-04-11,44,33,42
Vermont,VT,Alpha,2021-01-31,2,0,-41
Vermont,VT,Alpha,2021-02-01,6,0,-40
Vermont,VT,Alpha,2021-02-02,8,0,-39
Vermont,VT,Alpha,2021-02-03,8,0,-38
Vermont,VT,Alpha,2021-02-04,6,0,-37
Vermont,VT,Alpha,2021-02-06,2,0,-35
Vermont,VT,Alpha,2021-02-08,10,0,-33
Vermont,VT,Alpha,2021-02-09,8,0,-32
Vermont,VT,Alpha,2021-02-10,7,1,-31
Vermont,VT,Alpha,2021-02-11,3,0,-30
Vermont,VT,Alpha,2021-02-13,4,0,-28
Vermont,VT,Alpha,2021-02-14,3,0,-27
Vermont,VT,Alpha,2021-02-16,3,0,-25
Vermont,VT,Alpha,2021-02-17,1,0,-24
Vermont,VT,Alpha,2021-02-18,8,0,-23
Vermont,VT,Alpha,2021-02-19,3,0,-22
Vermont,VT,Alpha,2021-02-20,1,0,-21
Vermont,VT,Alpha,2021-02-22,1,0,-19
Vermont,VT,Alpha,2021-02-23,4,0,-18
Vermont,VT,Alpha,2021-02-24,4,0,-17
Vermont,VT,Alpha,2021-02-25,2,1,-16
Vermont,VT,Alpha,2021-02-26,2,1,-15
Vermont,VT,Alpha,2021-02-27,5,0,-14
Vermont,VT,Alpha,2021-02-28,1,0,-13
Vermont,VT,Alpha,2021-03-01,8,0,-12
Vermont,VT,Alpha,2021-03-02,8,4,-11
Vermont,VT,Alpha,2021-03-03,6,2,-10
Vermont,VT,Alpha,2021-03-04,5,1,-9
Vermont,VT,Alpha,2021-03-05,5,0,-8
Vermont,VT,Alpha,2021-03-06,3,0,-7
Vermont,VT,Alpha,2021-03-07,2,0,-6
Vermont,VT,Alpha,2021-03-08,6,1,-5
Vermont,VT,Alpha,2021-03-09,13,3,-4
Vermont,VT,Alpha,2021-03-10,14,2,-3
Vermont,VT,Alpha,2021-03-11,23,4,-2
Vermont,VT,Alpha,2021-03-12,4,1,-1
Vermont,VT,Alpha,2021-03-13,1,1,0
Vermont,VT,Alpha,2021-03-14,5,2,1
Vermont,VT,Alpha,2021-03-15,7,0,2
Vermont,VT,Alpha,2021-03-16,10,4,3
Vermont,VT,Alpha,2021-03-17,21,11,4
Vermont,VT,Alpha,2021-03-18,12,4,5
Vermont,VT,Alpha,2021-03-19,19,9,6
Vermont,VT,Alpha,2021-03-20,5,1,7
Vermont,VT,Alpha,2021-03-21,2,1,8
Vermont,VT,Alpha,2021-03-22,13,8,9
Vermont,VT,Alpha,2021-03-23,15,12,10
Vermont,VT,Alpha,2021-03-24,10,6,11
Vermont,VT,Alpha,2021-03-25,9,7,12
Vermont,VT,Alpha,2021-03-26,8,2,13
Vermont,VT,Alpha,2021-03-27,3,0,14
Vermont,VT,Alpha,2021-03-29,9,5,16
Vermont,VT,Alpha,2021-03-30,14,6,17
Vermont,VT,Alpha,2021-03-31,5,1,18
Vermont,VT,Alpha,2021-04-01,31,21,19
Vermont,VT,Alpha,2021-04-02,3,2,20
Vermont,VT,Alpha,2021-04-03,1,1,21
Vermont,VT,Alpha,2021-04-04,4,3,22
Vermont,VT,Alpha,2021-04-05,4,2,23
Vermont,VT,Alpha,2021-04-06,8,5,24
Vermont,VT,Alpha,2021-04-07,5,3,25
Vermont,VT,Alpha,2021-04-08,23,15,26
Vermont,VT,Alpha,2021-04-09,6,4,27
Vermont,VT,Alpha,2021-04-10,3,2,28
Vermont,VT,Alpha,2021-04-11,4,2,29
Vermont,VT,Alpha,2021-04-12,17,7,30
Vermont,VT,Alpha,2021-04-13,10,3,31
Vermont,VT,Alpha,2021-04-14,8,7,32
Vermont,VT,Alpha,2021-04-15,22,17,33
Vermont,VT,Alpha,2021-04-16,34,24,34
Vermont,VT,Alpha,2021-04-17,1,0,35
Vermont,VT,Alpha,2021-04-18,11,7,36
Vermont,VT,Alpha,2021-04-19,5,3,37
Vermont,VT,Alpha,2021-04-20,8,4,38
Vermont,VT,Alpha,2021-04-21,4,3,39
Vermont,VT,Alpha,2021-04-22,25,21,40
Vermont,VT,Alpha,2021-04-23,20,16,41
Vermont,VT,Alpha,2021-04-24,15,8,42
Virginia,VA,Alpha,2021-02-01,63,0,-42
Virginia,VA,Alpha,2021-02-02,68,3,-41
Virginia,VA,Alpha,2021-02-03,15,1,-40
Virginia,VA,Alpha,2021-02-04,5,4,-39
Virginia,VA,Alpha,2021-02-05,24,0,-38
Virginia,VA,Alpha,2021-02-06,28,1,-37
Virginia,VA,Alpha,2021-02-07,6,0,-36
Virginia,VA,Alpha,2021-02-08,29,1,-35
Virginia,VA,Alpha,2021-02-09,75,1,-34
Virginia,VA,Alpha,2021-02-10,132,1,-33
Virginia,VA,Alpha,2021-02-11,54,2,-32
Virginia,VA,Alpha,2021-02-12,24,1,-31
Virginia,VA,Alpha,2021-02-13,29,3,-30
Virginia,VA,Alpha,2021-02-14,7,0,-29
Virginia,VA,Alpha,2021-02-15,77,3,-28
Virginia,VA,Alpha,2021-02-16,102,8,-27
Virginia,VA,Alpha,2021-02-17,44,1,-26
Virginia,VA,Alpha,2021-02-18,2,0,-25
Virginia,VA,Alpha,2021-02-19,29,1,-24
Virginia,VA,Alpha,2021-02-20,59,2,-23
Virginia,VA,Alpha,2021-02-21,24,1,-22
Virginia,VA,Alpha,2021-02-22,60,5,-21
Virginia,VA,Alpha,2021-02-23,35,4,-20
Virginia,VA,Alpha,2021-02-24,32,4,-19
Virginia,VA,Alpha,2021-02-25,80,5,-18
Virginia,VA,Alpha,2021-02-26,40,4,-17
Virginia,VA,Alpha,2021-02-27,48,7,-16
Virginia,VA,Alpha,2021-02-28,36,6,-15
Virginia,VA,Alpha,2021-03-01,29,3,-14
Virginia,VA,Alpha,2021-03-02,65,8,-13
Virginia,VA,Alpha,2021-03-03,89,13,-12
Virginia,VA,Alpha,2021-03-04,41,13,-11
Virginia,VA,Alpha,2021-03-05,17,4,-10
Virginia,VA,Alpha,2021-03-06,75,19,-9
Virginia,VA,Alpha,2021-03-07,44,8,-8
Virginia,VA,Alpha,2021-03-08,79,24,-7
Virginia,VA,Alpha,2021-03-09,93,28,-6
Virginia,VA,Alpha,2021-03-10,56,22,-5
Virginia,VA,Alpha,2021-03-11,47,12,-4
Virginia,VA,Alpha,2021-03-12,50,26,-3
Virginia,VA,Alpha,2021-03-13,59,20,-2
Virginia,VA,Alpha,2021-03-14,73,26,-1
Virginia,VA,Alpha,2021-03-15,63,23,0
Virginia,VA,Alpha,2021-03-16,71,20,1
Virginia,VA,Alpha,2021-03-17,59,20,2
Virginia,VA,Alpha,2021-03-18,79,22,3
Virginia,VA,Alpha,2021-03-19,66,25,4
Virginia,VA,Alpha,2021-03-20,38,15,5
Virginia,VA,Alpha,2021-03-21,19,8,6
Virginia,VA,Alpha,2021-03-22,47,22,7
Virginia,VA,Alpha,2021-03-23,43,28,8
Virginia,VA,Alpha,2021-03-24,65,28,9
Virginia,VA,Alpha,2021-03-25,97,54,10
Virginia,VA,Alpha,2021-03-26,56,32,11
Virginia,VA,Alpha,2021-03-27,39,25,12
Virginia,VA,Alpha,2021-03-28,30,19,13
Virginia,VA,Alpha,2021-03-29,68,47,14
Virginia,VA,Alpha,2021-03-30,75,55,15
Virginia,VA,Alpha,2021-03-31,114,70,16
Virginia,VA,Alpha,2021-04-01,102,64,17
Virginia,VA,Alpha,2021-04-02,61,36,18
Virginia,VA,Alpha,2021-04-03,48,27,19
Virginia,VA,Alpha,2021-04-04,16,13,20
Virginia,VA,Alpha,2021-04-05,40,30,21
Virginia,VA,Alpha,2021-04-06,49,35,22
Virginia,VA,Alpha,2021-04-07,70,52,23
Virginia,VA,Alpha,2021-04-08,84,54,24
Virginia,VA,Alpha,2021-04-09,63,46,25
Virginia,VA,Alpha,2021-04-10,55,35,26
Virginia,VA,Alpha,2021-04-11,20,17,27
Virginia,VA,Alpha,2021-04-12,68,51,28
Virginia,VA,Alpha,2021-04-13,104,89,29
Virginia,VA,Alpha,2021-04-14,83,59,30
Virginia,VA,Alpha,2021-04-15,75,47,31
Virginia,VA,Alpha,2021-04-16,62,44,32
Virginia,VA,Alpha,2021-04-17,63,48,33
Virginia,VA,Alpha,2021-04-18,24,14,34
Virginia,VA,Alpha,2021-04-19,48,42,35
Virginia,VA,Alpha,2021-04-20,52,36,36
Virginia,VA,Alpha,2021-04-21,50,43,37
Virginia,VA,Alpha,2021-04-22,30,21,38
Virginia,VA,Alpha,2021-04-23,50,36,39
Virginia,VA,Alpha,2021-04-24,61,39,40
Virginia,VA,Alpha,2021-04-25,30,23,41
Virginia,VA,Alpha,2021-04-26,55,44,42
Washington,WA,Alpha,2021-02-08,56,1,-42
Washington,WA,Alpha,2021-02-09,139,2,-41
Washington,WA,Alpha,2021-02-10,69,18,-40
Washington,WA,Alpha,2021-02-11,81,4,-39
Washington,WA,Alpha,2021-02-12,17,1,-38
Washington,WA,Alpha,2021-02-13,3,0,-37
Washington,WA,Alpha,2021-02-14,3,1,-36
Washington,WA,Alpha,2021-02-15,39,6,-35
Washington,WA,Alpha,2021-02-16,59,4,-34
Washington,WA,Alpha,2021-02-17,137,9,-33
Washington,WA,Alpha,2021-02-18,82,5,-32
Washington,WA,Alpha,2021-02-19,43,2,-31
Washington,WA,Alpha,2021-02-20,49,2,-30
Washington,WA,Alpha,2021-02-21,49,1,-29
Washington,WA,Alpha,2021-02-22,168,13,-28
Washington,WA,Alpha,2021-02-23,195,10,-27
Washington,WA,Alpha,2021-02-24,105,10,-26
Washington,WA,Alpha,2021-02-25,48,3,-25
Washington,WA,Alpha,2021-02-26,53,2,-24
Washington,WA,Alpha,2021-02-27,74,15,-23
Washington,WA,Alpha,2021-02-28,48,6,-22
Washington,WA,Alpha,2021-03-01,84,9,-21
Washington,WA,Alpha,2021-03-02,147,8,-20
Washington,WA,Alpha,2021-03-03,127,15,-19
Washington,WA,Alpha,2021-03-04,148,11,-18
Washington,WA,Alpha,2021-03-05,144,15,-17
Washington,WA,Alpha,2021-03-06,38,3,-16
Washington,WA,Alpha,2021-03-07,11,2,-15
Washington,WA,Alpha,2021-03-08,96,14,-14
Washington,WA,Alpha,2021-03-09,54,16,-13
Washington,WA,Alpha,2021-03-10,36,12,-12
Washington,WA,Alpha,2021-03-11,46,10,-11
Washington,WA,Alpha,2021-03-12,159,32,-10
Washington,WA,Alpha,2021-03-13,81,16,-9
Washington,WA,Alpha,2021-03-14,31,7,-8
Washington,WA,Alpha,2021-03-15,144,42,-7
Washington,WA,Alpha,2021-03-16,114,35,-6
Washington,WA,Alpha,2021-03-17,145,41,-5
Washington,WA,Alpha,2021-03-18,108,34,-4
Washington,WA,Alpha,2021-03-19,100,25,-3
Washington,WA,Alpha,2021-03-20,125,35,-2
Washington,WA,Alpha,2021-03-21,49,10,-1
Washington,WA,Alpha,2021-03-22,292,107,0
Washington,WA,Alpha,2021-03-23,113,43,1
Washington,WA,Alpha,2021-03-24,96,30,2
Washington,WA,Alpha,2021-03-25,136,46,3
Washington,WA,Alpha,2021-03-26,194,83,4
Washington,WA,Alpha,2021-03-27,96,27,5
Washington,WA,Alpha,2021-03-28,43,12,6
Washington,WA,Alpha,2021-03-29,225,68,7
Washington,WA,Alpha,2021-03-30,210,70,8
Washington,WA,Alpha,2021-03-31,147,43,9
Washington,WA,Alpha,2021-04-01,255,77,10
Washington,WA,Alpha,2021-04-02,198,68,11
Washington,WA,Alpha,2021-04-03,114,52,12
Washington,WA,Alpha,2021-04-04,39,12,13
Washington,WA,Alpha,2021-04-05,385,183,14
Washington,WA,Alpha,2021-04-06,217,77,15
Washington,WA,Alpha,2021-04-07,202,90,16
Washington,WA,Alpha,2021-04-08,283,124,17
Washington,WA,Alpha,2021-04-09,262,119,18
Washington,WA,Alpha,2021-04-10,255,116,19
Washington,WA,Alpha,2021-04-11,75,25,20
Washington,WA,Alpha,2021-04-12,497,223,21
Washington,WA,Alpha,2021-04-13,403,181,22
Washington,WA,Alpha,2021-04-14,378,184,23
Washington,WA,Alpha,2021-04-15,388,182,24
Washington,WA,Alpha,2021-04-16,419,201,25
Washington,WA,Alpha,2021-04-17,333,181,26
Washington,WA,Alpha,2021-04-18,57,25,27
Washington,WA,Alpha,2021-04-19,597,337,28
Washington,WA,Alpha,2021-04-20,386,215,29
Washington,WA,Alpha,2021-04-21,406,192,30
Washington,WA,Alpha,2021-04-22,430,231,31
Washington,WA,Alpha,2021-04-23,313,180,32
Washington,WA,Alpha,2021-04-24,167,93,33
Washington,WA,Alpha,2021-04-25,64,34,34
Washington,WA,Alpha,2021-04-26,449,281,35
Washington,WA,Alpha,2021-04-27,403,240,36
Washington,WA,Alpha,2021-04-28,396,247,37
Washington,WA,Alpha,2021-04-29,413,252,38
Washington,WA,Alpha,2021-04-30,379,229,39
Washington,WA,Alpha,2021-05-01,218,133,40
Washington,WA,Alpha,2021-05-02,46,23,41
Washington,WA,Alpha,2021-05-03,481,346,42
Washington DC,DC,Alpha,2021-01-26,8,2,-42
Washington DC,DC,Alpha,2021-01-27,22,0,-41
Washington DC,DC,Alpha,2021-01-28,10,1,-40
Washington DC,DC,Alpha,2021-01-29,4,1,-39
Washington DC,DC,Alpha,2021-01-30,1,0,-38
Washington DC,DC,Alpha,2021-01-31,1,0,-37
Washington DC,DC,Alpha,2021-02-01,12,1,-36
Washington DC,DC,Alpha,2021-02-02,20,0,-35
Washington DC,DC,Alpha,2021-02-03,33,1,-34
Washington DC,DC,Alpha,2021-02-04,9,0,-33
Washington DC,DC,Alpha,2021-02-05,5,1,-32
Washington DC,DC,Alpha,2021-02-06,2,0,-31
Washington DC,DC,Alpha,2021-02-07,4,0,-30
Washington DC,DC,Alpha,2021-02-08,18,0,-29
Washington DC,DC,Alpha,2021-02-09,16,1,-28
Washington DC,DC,Alpha,2021-02-10,10,1,-27
Washington DC,DC,Alpha,2021-02-11,6,0,-26
Washington DC,DC,Alpha,2021-02-12,3,0,-25
Washington DC,DC,Alpha,2021-02-13,2,0,-24
Washington DC,DC,Alpha,2021-02-14,2,1,-23
Washington DC,DC,Alpha,2021-02-15,13,1,-22
Washington DC,DC,Alpha,2021-02-16,31,6,-21
Washington DC,DC,Alpha,2021-02-17,10,1,-20
Washington DC,DC,Alpha,2021-02-18,5,0,-19
Washington DC,DC,Alpha,2021-02-19,3,1,-18
Washington DC,DC,Alpha,2021-02-20,5,1,-17
Washington DC,DC,Alpha,2021-02-21,4,0,-16
Washington DC,DC,Alpha,2021-02-22,16,6,-15
Washington DC,DC,Alpha,2021-02-23,11,2,-14
Washington DC,DC,Alpha,2021-02-24,7,1,-13
Washington DC,DC,Alpha,2021-02-25,8,2,-12
Washington DC,DC,Alpha,2021-02-26,13,1,-11
Washington DC,DC,Alpha,2021-02-27,10,4,-10
Washington DC,DC,Alpha,2021-02-28,2,0,-9
Washington DC,DC,Alpha,2021-03-01,6,2,-8
Washington DC,DC,Alpha,2021-03-02,18,4,-7
Washington DC,DC,Alpha,2021-03-03,7,4,-6
Washington DC,DC,Alpha,2021-03-04,5,0,-5
Washington DC,DC,Alpha,2021-03-05,3,2,-4
Washington DC,DC,Alpha,2021-03-06,7,4,-3
