state,state_code,variant,date,total_sequences,cluster_sequences,day_from_midpoint
Alabama,AL,Alpha,2021-01-29,6,1,-42
Alabama,AL,Alpha,2021-01-31,1,0,-40
Alabama,AL,Alpha,2021-02-01,18,2,-39
Alabama,AL,Alpha,2021-02-02,18,0,-38
Alabama,AL,Alpha,2021-02-03,2,2,-37
Alabama,AL,Alpha,2021-02-04,2,0,-36
Alabama,AL,Alpha,2021-02-05,40,2,-35
Alabama,AL,Alpha,2021-02-06,27,1,-34
Alabama,AL,Alpha,2021-02-07,1,1,-33
Alabama,AL,Alpha,2021-02-08,11,7,-32
Alabama,AL,Alpha,2021-02-09,32,0,-31
Alabama,AL,Alpha,2021-02-10,29,0,-30
Alabama,AL,Alpha,2021-02-11,13,3,-29
Alabama,AL,Alpha,2021-02-12,3,1,-28
Alabama,AL,Alpha,2021-02-13,2,0,-27
Alabama,AL,Alpha,2021-02-14,2,0,-26
Alabama,AL,Alpha,2021-02-15,15,0,-25
Alabama,AL,Alpha,2021-02-16,9,2,-24
Alabama,AL,Alpha,2021-02-17,7,1,-23
Alabama,AL,Alpha,2021-02-19,5,3,-21
Alabama,AL,Alpha,2021-02-20,2,0,-20
Alabama,AL,Alpha,2021-02-22,23,8,-18
Alabama,AL,Alpha,2021-02-23,25,7,-17
Alabama,AL,Alpha,2021-02-24,28,10,-16
Alabama,AL,Alpha,2021-02-25,23,3,-15
Alabama,AL,Alpha,2021-02-26,15,3,-14
Alabama,AL,Alpha,2021-02-27,10,2,-13
Alabama,AL,Alpha,2021-02-28,1,0,-12
Alabama,AL,Alpha,2021-03-01,16,7,-11
Alabama,AL,Alpha,2021-03-02,2,1,-10
Alabama,AL,Alpha,2021-03-03,16,5,-9
Alabama,AL,Alpha,2021-03-04,21,10,-8
Alabama,AL,Alpha,2021-03-05,10,7,-7
Alabama,AL,Alpha,2021-03-06,3,0,-6
Alabama,AL,Alpha,2021-03-07,13,6,-5
Alabama,AL,Alpha,2021-03-08,15,8,-4
Alabama,AL,Alpha,2021-03-09,13,4,-3
Alabama,AL,Alpha,2021-03-10,10,1,-2
Alabama,AL,Alpha,2021-03-11,10,0,-1
Alabama,AL,Alpha,2021-03-12,10,3,0
Alabama,AL,Alpha,2021-03-13,11,7,1
Alabama,AL,Alpha,2021-03-14,7,2,2
Alabama,AL,Alpha,2021-03-15,18,7,3
Alabama,AL,Alpha,2021-03-16,13,7,4
Alabama,AL,Alpha,2021-03-17,6,1,5
Alabama,AL,Alpha,2021-03-18,13,6,6
Alabama,AL,Alpha,2021-03-19,12,5,7
Alabama,AL,Alpha,2021-03-20,8,6,8
Alabama,AL,Alpha,2021-03-21,5,4,9
Alabama,AL,Alpha,2021-03-22,6,3,10
Alabama,AL,Alpha,2021-03-23,16,14,11
Alabama,AL,Alpha,2021-03-24,19,13,12
Alabama,AL,Alpha,2021-03-25,7,3,13
Alabama,AL,Alpha,2021-03-26,10,5,14
Alabama,AL,Alpha,2021-03-27,6,6,15
Alabama,AL,Alpha,2021-03-28,4,3,16
Alabama,AL,Alpha,2021-03-29,13,10,17
Alabama,AL,Alpha,2021-03-30,29,17,18
Alabama,AL,Alpha,2021-03-31,26,20,19
Alabama,AL,Alpha,2021-04-01,13,12,20
Alabama,AL,Alpha,2021-04-02,6,3,21
Alabama,AL,Alpha,2021-04-03,6,4,22
Alabama,AL,Alpha,2021-04-04,2,2,23
Alabama,AL,Alpha,2021-04-05,13,11,24
Alabama,AL,Alpha,2021-04-06,21,16,25
Alabama,AL,Alpha,2021-04-07,13,11,26
Alabama,AL,Alpha,2021-04-08,12,9,27
Alabama,AL,Alpha,2021-04-09,9,7,28
Alabama,AL,Alpha,2021-04-10,10,10,29
Alabama,AL,Alpha,2021-04-11,2,1,30
Alabama,AL,Alpha,2021-04-12,21,15,31
Alabama,AL,Alpha,2021-04-13,32,26,32
Alabama,AL,Alpha,2021-04-14,13,10,33
Alabama,AL,Alpha,2021-04-15,24,14,34
Alabama,AL,Alpha,2021-04-16,26,20,35
Alabama,AL,Alpha,2021-04-17,3,3,36
Alabama,AL,Alpha,2021-04-18,6,6,37
Alabama,AL,Alpha,2021-04-19,14,8,38
Alabama,AL,Alpha,2021-04-20,19,16,39
Alabama,AL,Alpha,2021-04-21,15,14,40
Alabama,AL,Alpha,2021-04-22,15,13,41
Alabama,AL,Alpha,2021-04-23,24,20,42
Alaska,AK,Alpha,2021-03-10,8,1,-42
Alaska,AK,Alpha,2021-03-11,5,1,-41
Alaska,AK,Alpha,2021-03-12,4,0,-40
Alaska,AK,Alpha,2021-03-13,11,0,-39
Alaska,AK,Alpha,2021-03-14,6,0,-38
Alaska,AK,Alpha,2021-03-15,7,0,-37
Alaska,AK,Alpha,2021-03-16,11,1,-36
Alaska,AK,Alpha,2021-03-17,9,1,-35
Alaska,AK,Alpha,2021-03-18,6,1,-34
Alaska,AK,Alpha,2021-03-19,8,0,-33
Alaska,AK,Alpha,2021-03-20,14,1,-32
Alaska,AK,Alpha,2021-03-21,8,1,-31
Alaska,AK,Alpha,2021-03-22,9,0,-30
Alaska,AK,Alpha,2021-03-23,6,0,-29
Alaska,AK,Alpha,2021-03-24,5,0,-28
Alaska,AK,Alpha,2021-03-25,19,1,-27
Alaska,AK,Alpha,2021-03-26,38,7,-26
Alaska,AK,Alpha,2021-03-27,3,2,-25
Alaska,AK,Alpha,2021-03-28,4,1,-24
Alaska,AK,Alpha,2021-03-29,27,0,-23
Alaska,AK,Alpha,2021-03-30,38,2,-22
Alaska,AK,Alpha,2021-03-31,18,1,-21
Alaska,AK,Alpha,2021-04-01,19,0,-20
Alaska,AK,Alpha,2021-04-02,13,4,-19
Alaska,AK,Alpha,2021-04-03,18,2,-18
Alaska,AK,Alpha,2021-04-04,6,0,-17
Alaska,AK,Alpha,2021-04-05,28,2,-16
Alaska,AK,Alpha,2021-04-06,27,6,-15
Alaska,AK,Alpha,2021-04-07,32,2,-14
Alaska,AK,Alpha,2021-04-08,6,1,-13
Alaska,AK,Alpha,2021-04-09,6,2,-12
Alaska,AK,Alpha,2021-04-10,4,0,-11
Alaska,AK,Alpha,2021-04-11,6,1,-10
Alaska,AK,Alpha,2021-04-12,31,4,-9
Alaska,AK,Alpha,2021-04-13,12,2,-8
Alaska,AK,Alpha,2021-04-14,20,4,-7
Alaska,AK,Alpha,2021-04-15,17,1,-6
Alaska,AK,Alpha,2021-04-16,17,2,-5
Alaska,AK,Alpha,2021-04-17,20,2,-4
Alaska,AK,Alpha,2021-04-18,16,1,-3
Alaska,AK,Alpha,2021-04-19,43,7,-2
Alaska,AK,Alpha,2021-04-20,17,4,-1
Alaska,AK,Alpha,2021-04-21,16,2,0
Alaska,AK,Alpha,2021-04-22,24,6,1
Alaska,AK,Alpha,2021-04-23,18,3,2
Alaska,AK,Alpha,2021-04-24,25,2,3
Alaska,AK,Alpha,2021-04-25,20,4,4
Alaska,AK,Alpha,2021-04-26,64,8,5
Alaska,AK,Alpha,2021-04-27,33,6,6
Alaska,AK,Alpha,2021-04-28,18,6,7
Alaska,AK,Alpha,2021-04-29,17,4,8
Alaska,AK,Alpha,2021-04-30,27,5,9
Alaska,AK,Alpha,2021-05-01,23,8,10
Alaska,AK,Alpha,2021-05-02,12,4,11
Alaska,AK,Alpha,2021-05-03,31,11,12
Alaska,AK,Alpha,2021-05-04,31,9,13
Alaska,AK,Alpha,2021-05-05,36,10,14
Alaska,AK,Alpha,2021-05-06,32,8,15
Alaska,AK,Alpha,2021-05-07,26,14,16
Alaska,AK,Alpha,2021-05-08,17,4,17
Alaska,AK,Alpha,2021-05-09,16,5,18
Alaska,AK,Alpha,2021-05-10,38,12,19
Alaska,AK,Alpha,2021-05-11,20,7,20
Alaska,AK,Alpha,2021-05-12,31,9,21
Alaska,AK,Alpha,2021-05-13,21,14,22
Alaska,AK,Alpha,2021-05-14,27,7,23
Alaska,AK,Alpha,2021-05-15,15,7,24
Alaska,AK,Alpha,2021-05-16,22,8,25
Alaska,AK,Alpha,2021-05-17,39,10,26
Alaska,AK,Alpha,2021-05-18,30,15,27
Alaska,AK,Alpha,2021-05-19,19,8,28
Alaska,AK,Alpha,2021-05-20,15,5,29
Alaska,AK,Alpha,2021-05-21,11,3,30
Alaska,AK,Alpha,2021-05-22,7,2,31
Alaska,AK,Alpha,2021-05-23,6,0,32
Alaska,AK,Alpha,2021-05-24,15,6,33
Alaska,AK,Alpha,2021-05-25,8,2,34
Alaska,AK,Alpha,2021-05-26,12,7,35
Alaska,AK,Alpha,2021-05-27,13,5,36
Alaska,AK,Alpha,2021-05-28,9,5,37
Alaska,AK,Alpha,2021-05-29,8,4,38
Alaska,AK,Alpha,2021-05-30,5,0,39
Alaska,AK,Alpha,2021-05-31,11,2,40
Alaska,AK,Alpha,2021-06-01,23,6,41
Alaska,AK,Alpha,2021-06-02,12,3,42
Arizona,AZ,Alpha,2021-02-15,113,0,-42
Arizona,AZ,Alpha,2021-02-16,82,2,-41
Arizona,AZ,Alpha,2021-02-17,96,7,-40
Arizona,AZ,Alpha,2021-02-18,83,1,-39
Arizona,AZ,Alpha,2021-02-19,61,3,-38
Arizona,AZ,Alpha,2021-02-20,72,2,-37
Arizona,AZ,Alpha,2021-02-21,43,4,-36
Arizona,AZ,Alpha,2021-02-22,107,5,-35
Arizona,AZ,Alpha,2021-02-23,120,1,-34
Arizona,AZ,Alpha,2021-02-24,72,1,-33
Arizona,AZ,Alpha,2021-02-25,141,8,-32
Arizona,AZ,Alpha,2021-02-26,77,5,-31
Arizona,AZ,Alpha,2021-02-27,133,4,-30
Arizona,AZ,Alpha,2021-02-28,78,3,-29
Arizona,AZ,Alpha,2021-03-01,100,3,-28
Arizona,AZ,Alpha,2021-03-02,95,3,-27
Arizona,AZ,Alpha,2021-03-03,80,5,-26
Arizona,AZ,Alpha,2021-03-04,80,9,-25
Arizona,AZ,Alpha,2021-03-05,115,6,-24
Arizona,AZ,Alpha,2021-03-06,100,10,-23
Arizona,AZ,Alpha,2021-03-07,89,8,-22
Arizona,AZ,Alpha,2021-03-08,95,10,-21
Arizona,AZ,Alpha,2021-03-09,67,17,-20
Arizona,AZ,Alpha,2021-03-10,82,10,-19
Arizona,AZ,Alpha,2021-03-11,83,9,-18
Arizona,AZ,Alpha,2021-03-12,83,16,-17
Arizona,AZ,Alpha,2021-03-13,67,15,-16
Arizona,AZ,Alpha,2021-03-14,84,13,-15
Arizona,AZ,Alpha,2021-03-15,86,18,-14
Arizona,AZ,Alpha,2021-03-16,100,19,-13
Arizona,AZ,Alpha,2021-03-17,91,6,-12
Arizona,AZ,Alpha,2021-03-18,60,7,-11
Arizona,AZ,Alpha,2021-03-19,80,18,-10
Arizona,AZ,Alpha,2021-03-20,86,11,-9
Arizona,AZ,Alpha,2021-03-21,75,12,-8
Arizona,AZ,Alpha,2021-03-22,128,24,-7
Arizona,AZ,Alpha,2021-03-23,73,19,-6
Arizona,AZ,Alpha,2021-03-24,120,36,-5
Arizona,AZ,Alpha,2021-03-25,121,44,-4
Arizona,AZ,Alpha,2021-03-26,103,33,-3
Arizona,AZ,Alpha,2021-03-27,69,20,-2
Arizona,AZ,Alpha,2021-03-28,60,25,-1
Arizona,AZ,Alpha,2021-03-29,153,48,0
Arizona,AZ,Alpha,2021-03-30,103,26,1
Arizona,AZ,Alpha,2021-03-31,116,39,2
Arizona,AZ,Alpha,2021-04-01,80,42,3
Arizona,AZ,Alpha,2021-04-02,93,45,4
Arizona,AZ,Alpha,2021-04-03,128,60,5
Arizona,AZ,Alpha,2021-04-04,65,27,6
Arizona,AZ,Alpha,2021-04-05,169,89,7
Arizona,AZ,Alpha,2021-04-06,130,71,8
Arizona,AZ,Alpha,2021-04-07,223,98,9
Arizona,AZ,Alpha,2021-04-08,169,101,10
Arizona,AZ,Alpha,2021-04-09,139,83,11
Arizona,AZ,Alpha,2021-04-10,114,53,12
Arizona,AZ,Alpha,2021-04-11,111,49,13
Arizona,AZ,Alpha,2021-04-12,205,150,14
Arizona,AZ,Alpha,2021-04-13,110,67,15
Arizona,AZ,Alpha,2021-04-14,164,109,16
Arizona,AZ,Alpha,2021-04-15,157,102,17
Arizona,AZ,Alpha,2021-04-16,139,91,18
Arizona,AZ,Alpha,2021-04-17,61,45,19
Arizona,AZ,Alpha,2021-04-18,64,37,20
Arizona,AZ,Alpha,2021-04-19,178,112,21
Arizona,AZ,Alpha,2021-04-20,114,72,22
Arizona,AZ,Alpha,2021-04-21,127,92,23
Arizona,AZ,Alpha,2021-04-22,103,85,24
Arizona,AZ,Alpha,2021-04-23,122,99,25
Arizona,AZ,Alpha,2021-04-24,56,43,26
Arizona,AZ,Alpha,2021-04-25,37,31,27
Arizona,AZ,Alpha,2021-04-26,147,99,28
Arizona,AZ,Alpha,2021-04-27,129,78,29
Arizona,AZ,Alpha,2021-04-28,136,89,30
Arizona,AZ,Alpha,2021-04-29,126,85,31
Arizona,AZ,Alpha,2021-04-30,118,89,32
Arizona,AZ,Alpha,2021-05-01,84,54,33
Arizona,AZ,Alpha,2021-05-02,89,64,34
Arizona,AZ,Alpha,2021-05-03,160,126,35
Arizona,AZ,Alpha,2021-05-04,102,79,36
Arizona,AZ,Alpha,2021-05-05,119,87,37
Arizona,AZ,Alpha,2021-05-06,53,31,38
Arizona,AZ,Alpha,2021-05-07,102,79,39
Arizona,AZ,Alpha,2021-05-08,65,51,40
Arizona,AZ,Alpha,2021-05-09,73,50,41
Arizona,AZ,Alpha,2021-05-10,128,80,42
Arkansas,AR,Alpha,2021-02-13,4,1,-42
Arkansas,AR,Alpha,2021-02-14,6,0,-41
Arkansas,AR,Alpha,2021-02-15,1,0,-40
Arkansas,AR,Alpha,2021-02-16,1,0,-39
Arkansas,AR,Alpha,2021-02-17,2,0,-38
Arkansas,AR,Alpha,2021-02-19,1,0,-36
Arkansas,AR,Alpha,2021-02-20,1,0,-35
Arkansas,AR,Alpha,2021-02-22,5,0,-33
Arkansas,AR,Alpha,2021-02-23,8,0,-32
Arkansas,AR,Alpha,2021-02-24,7,0,-31
Arkansas,AR,Alpha,2021-02-25,1,0,-30
Arkansas,AR,Alpha,2021-02-26,1,0,-29
Arkansas,AR,Alpha,2021-02-27,2,0,-28
Arkansas,AR,Alpha,2021-02-28,3,0,-27
Arkansas,AR,Alpha,2021-03-01,4,1,-26
Arkansas,AR,Alpha,2021-03-02,11,0,-25
Arkansas,AR,Alpha,2021-03-03,2,0,-24
Arkansas,AR,Alpha,2021-03-04,5,0,-23
Arkansas,AR,Alpha,2021-03-05,5,1,-22
Arkansas,AR,Alpha,2021-03-06,4,0,-21
Arkansas,AR,Alpha,2021-03-07,3,1,-20
Arkansas,AR,Alpha,2021-03-08,4,2,-19
Arkansas,AR,Alpha,2021-03-09,4,0,-18
Arkansas,AR,Alpha,2021-03-10,6,0,-17
Arkansas,AR,Alpha,2021-03-11,8,4,-16
Arkansas,AR,Alpha,2021-03-12,3,2,-15
Arkansas,AR,Alpha,2021-03-13,4,0,-14
Arkansas,AR,Alpha,2021-03-14,1,0,-13
Arkansas,AR,Alpha,2021-03-15,6,0,-12
Arkansas,AR,Alpha,2021-03-16,5,0,-11
Arkansas,AR,Alpha,2021-03-17,8,1,-10
Arkansas,AR,Alpha,2021-03-18,8,0,-9
Arkansas,AR,Alpha,2021-03-19,5,2,-8
Arkansas,AR,Alpha,2021-03-21,2,0,-6
Arkansas,AR,Alpha,2021-03-22,7,0,-5
Arkansas,AR,Alpha,2021-03-23,4,1,-4
Arkansas,AR,Alpha,2021-03-24,9,4,-3
Arkansas,AR,Alpha,2021-03-25,4,1,-2
Arkansas,AR,Alpha,2021-03-26,7,2,-1
Arkansas,AR,Alpha,2021-03-27,4,0,0
Arkansas,AR,Alpha,2021-03-29,5,1,2
Arkansas,AR,Alpha,2021-03-30,4,3,3
Arkansas,AR,Alpha,2021-03-31,4,2,4
Arkansas,AR,Alpha,2021-04-01,4,3,5
Arkansas,AR,Alpha,2021-04-02,6,2,6
Arkansas,AR,Alpha,2021-04-03,2,0,7
Arkansas,AR,Alpha,2021-04-04,2,2,8
Arkansas,AR,Alpha,2021-04-05,6,4,9
Arkansas,AR,Alpha,2021-04-06,15,13,10
Arkansas,AR,Alpha,2021-04-07,7,7,11
Arkansas,AR,Alpha,2021-04-08,5,1,12
Arkansas,AR,Alpha,2021-04-09,5,5,13
Arkansas,AR,Alpha,2021-04-10,5,5,14
Arkansas,AR,Alpha,2021-04-11,4,3,15
Arkansas,AR,Alpha,2021-04-12,9,6,16
Arkansas,AR,Alpha,2021-04-13,16,8,17
Arkansas,AR,Alpha,2021-04-14,8,6,18
Arkansas,AR,Alpha,2021-04-15,14,5,19
Arkansas,AR,Alpha,2021-04-16,11,6,20
Arkansas,AR,Alpha,2021-04-18,4,4,22
Arkansas,AR,Alpha,2021-04-19,10,7,23
Arkansas,AR,Alpha,2021-04-20,11,7,24
Arkansas,AR,Alpha,2021-04-21,10,8,25
Arkansas,AR,Alpha,2021-04-22,9,6,26
Arkansas,AR,Alpha,2021-04-23,15,10,27
Arkansas,AR,Alpha,2021-04-25,2,1,29
Arkansas,AR,Alpha,2021-04-26,12,9,30
Arkansas,AR,Alpha,2021-04-27,13,12,31
Arkansas,AR,Alpha,2021-04-28,16,12,32
Arkansas,AR,Alpha,2021-04-29,15,9,33
Arkansas,AR,Alpha,2021-04-30,26,20,34
Arkansas,AR,Alpha,2021-05-01,4,2,35
Arkansas,AR,Alpha,2021-05-02,2,2,36
Arkansas,AR,Alpha,2021-05-03,47,32,37
Arkansas,AR,Alpha,2021-05-04,10,10,38
Arkansas,AR,Alpha,2021-05-05,13,10,39
Arkansas,AR,Alpha,2021-05-06,32,28,40
Arkansas,AR,Alpha,2021-05-07,7,3,41
Arkansas,AR,Alpha,2021-05-08,8,4,42
California,CA,Alpha,2021-02-09,1289,33,-42
California,CA,Alpha,2021-02-10,1425,38,-41
California,CA,Alpha,2021-02-11,1219,43,-40
California,CA,Alpha,2021-02-12,739,28,-39
California,CA,Alpha,2021-02-13,555,29,-38
California,CA,Alpha,2021-02-14,326,14,-37
California,CA,Alpha,2021-02-15,650,21,-36
California,CA,Alpha,2021-02-16,961,50,-35
California,CA,Alpha,2021-02-17,821,52,-34
California,CA,Alpha,2021-02-18,652,41,-33
California,CA,Alpha,2021-02-19,675,42,-32
California,CA,Alpha,2021-02-20,468,41,-31
California,CA,Alpha,2021-02-21,342,26,-30
California,CA,Alpha,2021-02-22,711,46,-29
California,CA,Alpha,2021-02-23,551,56,-28
California,CA,Alpha,2021-02-24,646,59,-27
California,CA,Alpha,2021-02-25,743,63,-26
California,CA,Alpha,2021-02-26,449,47,-25
California,CA,Alpha,2021-02-27,336,32,-24
California,CA,Alpha,2021-02-28,230,29,-23
California,CA,Alpha,2021-03-01,681,64,-22
California,CA,Alpha,2021-03-02,916,97,-21
California,CA,Alpha,2021-03-03,770,67,-20
California,CA,Alpha,2021-03-04,904,102,-19
California,CA,Alpha,2021-03-05,674,103,-18
California,CA,Alpha,2021-03-06,520,61,-17
California,CA,Alpha,2021-03-07,366,46,-16
California,CA,Alpha,2021-03-08,675,92,-15
California,CA,Alpha,2021-03-09,745,90,-14
California,CA,Alpha,2021-03-10,734,118,-13
California,CA,Alpha,2021-03-11,668,114,-12
California,CA,Alpha,2021-03-12,550,93,-11
California,CA,Alpha,2021-03-13,333,49,-10
California,CA,Alpha,2021-03-14,289,52,-9
California,CA,Alpha,2021-03-15,581,117,-8
California,CA,Alpha,2021-03-16,851,178,-7
California,CA,Alpha,2021-03-17,700,181,-6
California,CA,Alpha,2021-03-18,653,145,-5
California,CA,Alpha,2021-03-19,575,142,-4
California,CA,Alpha,2021-03-20,406,104,-3
California,CA,Alpha,2021-03-21,309,80,-2
California,CA,Alpha,2021-03-22,620,169,-1
California,CA,Alpha,2021-03-23,530,136,0
California,CA,Alpha,2021-03-24,675,167,1
California,CA,Alpha,2021-03-25,567,157,2
California,CA,Alpha,2021-03-26,501,173,3
California,CA,Alpha,2021-03-27,374,103,4
California,CA,Alpha,2021-03-28,231,68,5
California,CA,Alpha,2021-03-29,656,224,6
California,CA,Alpha,2021-03-30,561,187,7
California,CA,Alpha,2021-03-31,572,240,8
California,CA,Alpha,2021-04-01,627,252,9
California,CA,Alpha,2021-04-02,592,218,10
California,CA,Alpha,2021-04-03,373,122,11
California,CA,Alpha,2021-04-04,205,97,12
California,CA,Alpha,2021-04-05,668,265,13
California,CA,Alpha,2021-04-06,538,231,14
California,CA,Alpha,2021-04-07,574,252,15
California,CA,Alpha,2021-04-08,505,256,16
California,CA,Alpha,2021-04-09,499,245,17
California,CA,Alpha,2021-04-10,393,194,18
California,CA,Alpha,2021-04-11,322,159,19
California,CA,Alpha,2021-04-12,519,241,20
California,CA,Alpha,2021-04-13,518,254,21
California,CA,Alpha,2021-04-14,505,269,22
California,CA,Alpha,2021-04-15,504,257,23
California,CA,Alpha,2021-04-16,568,297,24
California,CA,Alpha,2021-04-17,364,180,25
California,CA,Alpha,2021-04-18,256,133,26
California,CA,Alpha,2021-04-19,588,300,27
California,CA,Alpha,2021-04-20,614,344,28
California,CA,Alpha,2021-04-21,488,264,29
California,CA,Alpha,2021-04-22,512,266,30
California,CA,Alpha,2021-04-23,559,279,31
California,CA,Alpha,2021-04-24,224,124,32
California,CA,Alpha,2021-04-25,173,74,33
California,CA,Alpha,2021-04-26,434,236,34
California,CA,Alpha,2021-04-27,434,217,35
California,CA,Alpha,2021-04-28,513,259,36
California,CA,Alpha,2021-04-29,554,263,37
California,CA,Alpha,2021-04-30,527,317,38
California,CA,Alpha,2021-05-01,332,182,39
California,CA,Alpha,2021-05-02,208,89,40
California,CA,Alpha,2021-05-03,553,304,41
California,CA,Alpha,2021-05-04,537,284,42
Colorado,CO,Alpha,2021-01-27,43,3,-42
Colorado,CO,Alpha,2021-01-28,76,2,-41
Colorado,CO,Alpha,2021-01-29,24,1,-40
Colorado,CO,Alpha,2021-01-30,5,1,-39
Colorado,CO,Alpha,2021-01-31,10,1,-38
Colorado,CO,Alpha,2021-02-01,36,7,-37
Colorado,CO,Alpha,2021-02-02,56,7,-36
Colorado,CO,Alpha,2021-02-03,78,3,-35
Colorado,CO,Alpha,2021-02-04,47,1,-34
Colorado,CO,Alpha,2021-02-05,32,1,-33
Colorado,CO,Alpha,2021-02-06,15,0,-32
Colorado,CO,Alpha,2021-02-07,9,1,-31
Colorado,CO,Alpha,2021-02-08,39,4,-30
Colorado,CO,Alpha,2021-02-09,70,7,-29
Colorado,CO,Alpha,2021-02-10,45,4,-28
Colorado,CO,Alpha,2021-02-11,28,11,-27
Colorado,CO,Alpha,2021-02-12,21,7,-26
Colorado,CO,Alpha,2021-02-13,4,1,-25
Colorado,CO,Alpha,2021-02-14,19,3,-24
Colorado,CO,Alpha,2021-02-15,43,5,-23
Colorado,CO,Alpha,2021-02-16,93,2,-22
Colorado,CO,Alpha,2021-02-17,58,8,-21
Colorado,CO,Alpha,2021-02-18,44,2,-20
Colorado,CO,Alpha,2021-02-19,35,7,-19
Colorado,CO,Alpha,2021-02-20,14,3,-18
Colorado,CO,Alpha,2021-02-21,16,6,-17
Colorado,CO,Alpha,2021-02-22,81,10,-16
Colorado,CO,Alpha,2021-02-23,64,8,-15
Colorado,CO,Alpha,2021-02-24,90,21,-14
Colorado,CO,Alpha,2021-02-25,54,15,-13
Colorado,CO,Alpha,2021-02-26,28,12,-12
Colorado,CO,Alpha,2021-02-27,19,5,-11
Colorado,CO,Alpha,2021-02-28,26,8,-10
Colorado,CO,Alpha,2021-03-01,88,28,-9
Colorado,CO,Alpha,2021-03-02,71,23,-8
Colorado,CO,Alpha,2021-03-03,134,23,-7
Colorado,CO,Alpha,2021-03-04,63,21,-6
Colorado,CO,Alpha,2021-03-05,69,23,-5
Colorado,CO,Alpha,2021-03-06,46,14,-4
Colorado,CO,Alpha,2021-03-07,32,12,-3
Colorado,CO,Alpha,2021-03-08,180,54,-2
Colorado,CO,Alpha,2021-03-09,95,34,-1
Colorado,CO,Alpha,2021-03-10,97,36,0
Colorado,CO,Alpha,2021-03-11,60,27,1
Colorado,CO,Alpha,2021-03-12,169,68,2
Colorado,CO,Alpha,2021-03-13,49,22,3
Colorado,CO,Alpha,2021-03-14,46,22,4
Colorado,CO,Alpha,2021-03-15,102,62,5
Colorado,CO,Alpha,2021-03-16,252,116,6
Colorado,CO,Alpha,2021-03-17,221,110,7
Colorado,CO,Alpha,2021-03-18,146,80,8
Colorado,CO,Alpha,2021-03-19,152,80,9
Colorado,CO,Alpha,2021-03-20,69,37,10
Colorado,CO,Alpha,2021-03-21,74,44,11
Colorado,CO,Alpha,2021-03-22,207,124,12
Colorado,CO,Alpha,2021-03-23,169,88,13
Colorado,CO,Alpha,2021-03-24,200,114,14
Colorado,CO,Alpha,2021-03-25,183,126,15
Colorado,CO,Alpha,2021-03-26,153,91,16
Colorado,CO,Alpha,2021-03-27,120,67,17
Colorado,CO,Alpha,2021-03-28,109,75,18
Colorado,CO,Alpha,2021-03-29,292,195,19
Colorado,CO,Alpha,2021-03-30,235,162,20
Colorado,CO,Alpha,2021-03-31,244,165,21
Colorado,CO,Alpha,2021-04-01,200,145,22
Colorado,CO,Alpha,2021-04-02,161,115,23
Colorado,CO,Alpha,2021-04-03,115,81,24
Colorado,CO,Alpha,2021-04-04,90,68,25
Colorado,CO,Alpha,2021-04-05,340,249,26
Colorado,CO,Alpha,2021-04-06,298,211,27
Colorado,CO,Alpha,2021-04-07,294,216,28
Colorado,CO,Alpha,2021-04-08,231,163,29
Colorado,CO,Alpha,2021-04-09,271,169,30
Colorado,CO,Alpha,2021-04-10,126,81,31
Colorado,CO,Alpha,2021-04-11,93,56,32
Colorado,CO,Alpha,2021-04-12,316,246,33
Colorado,CO,Alpha,2021-04-13,249,201,34
Colorado,CO,Alpha,2021-04-14,246,185,35
Colorado,CO,Alpha,2021-04-15,224,149,36
Colorado,CO,Alpha,2021-04-16,199,149,37
Colorado,CO,Alpha,2021-04-17,113,83,38
Colorado,CO,Alpha,2021-04-18,92,65,39
Colorado,CO,Alpha,2021-04-19,253,186,40
Colorado,CO,Alpha,2021-04-20,192,143,41
Colorado,CO,Alpha,2021-04-21,244,199,42
Connecticut,CT,Alpha,2021-01-07,8,0,-42
Connecticut,CT,Alpha,2021-01-08,11,0,-41
Connecticut,CT,Alpha,2021-01-09,3,0,-40
Connecticut,CT,Alpha,2021-01-11,20,2,-38
Connecticut,CT,Alpha,2021-01-12,26,1,-37
Connecticut,CT,Alpha,2021-01-13,10,2,-36
Connecticut,CT,Alpha,2021-01-14,5,2,-35
Connecticut,CT,Alpha,2021-01-15,15,1,-34
Connecticut,CT,Alpha,2021-01-16,7,1,-33
Connecticut,CT,Alpha,2021-01-17,2,0,-32
Connecticut,CT,Alpha,2021-01-18,9,2,-31
Connecticut,CT,Alpha,2021-01-19,36,1,-30
Connecticut,CT,Alpha,2021-01-20,3,0,-29
Connecticut,CT,Alpha,2021-01-21,30,0,-28
Connecticut,CT,Alpha,2021-01-22,6,1,-27
Connecticut,CT,Alpha,2021-01-23,4,0,-26
Connecticut,CT,Alpha,2021-01-24,19,1,-25
Connecticut,CT,Alpha,2021-01-25,26,4,-24
Connecticut,CT,Alpha,2021-01-26,12,4,-23
Connecticut,CT,Alpha,2021-01-27,12,10,-22
Connecticut,CT,Alpha,2021-01-28,12,0,-21
Connecticut,CT,Alpha,2021-01-29,19,4,-20
Connecticut,CT,Alpha,2021-01-30,6,1,-19
Connecticut,CT,Alpha,2021-01-31,18,0,-18
Connecticut,CT,Alpha,2021-02-01,10,2,-17
Connecticut,CT,Alpha,2021-02-02,19,2,-16
Connecticut,CT,Alpha,2021-02-03,25,4,-15
